SquareFeet,Bedrooms,Bathrooms,Neighborhood_Category,YearBuilt,Price
0.91,0.33,0,0.5,0.61,304114.034
0.94,0,0.5,0,0.2,253503.8671
0.49,1,1,0.5,0.21,239564.1491
0.58,0.67,0.5,0,0.06,279037.0372
0.55,1,0,0.5,0.77,226567.1238
0.2,1,0,0.5,0.3,148495.3544
0.54,0.67,0,0.5,0.62,198817.6431
0.2,0.67,0.5,0,0.2,231392.7231
0.36,0,1,0.5,0.85,242312.0173
0.19,0,0.5,0,0.8,125433.165
0.19,1,1,0,0.59,161176.6166
0.55,1,0.5,1,0.23,193463.0829
0.64,0,1,0,0.13,273197.6226
0.99,1,1,1,0.77,292452.3953
0.3,0.33,0,1,0.41,225236.2914
0.47,0.67,0,1,0.46,140611.6539
0.99,0.67,0.5,0.5,0.58,311691.7036
0.2,0.33,1,0,0.44,180677.6168
0.05,0,0,1,0.55,209231.3253
0.76,0,0.5,0,0.85,327261.0777
0.19,1,0,0.5,0.08,222864.367
0.35,1,1,1,0.37,205919.1277
0.61,0,0,1,0.77,256164.0623
0.8,1,0.5,1,0.9,210735.3055
0.96,0.33,0.5,1,0.94,329386.9938
0.89,0.67,0.5,1,0.94,307523.1192
0.81,0.33,0.5,0.5,1,330102.5493
0.68,0.67,0,1,0.34,92488.11832
0,0.67,0.5,1,0.2,146184.8989
0.13,1,0.5,1,0.94,76631.5473
0.65,1,0,1,0.17,343161.1878
0.42,0.67,0,0.5,0.27,256032.7324
0.31,1,1,0,0.9,162245.4056
0.38,0.33,0.5,0.5,0.62,188197.1348
0.8,0,0,0.5,0.87,226944.3966
0.1,1,0.5,0.5,0.77,147880.8088
0.28,1,0,1,0.79,121074.695
0.72,1,0,0,0.7,248354.8318
0.66,0,0.5,1,0.56,236149.0654
0.96,0.33,1,1,0.42,303423.9139
0.05,0.67,0.5,0.5,0.17,147977.9088
0.23,0.33,1,1,0.89,220907.5686
0.83,1,1,0.5,0.24,352238.457
0.38,0,0.5,0,0.14,241382.8487
0.04,0.33,1,0,0.65,110741.5909
0.5,1,0.5,0,0.97,266001.8756
0.04,1,0,0,0.96,94664.24639
0.96,0.67,1,0,0.99,346617.0316
0.87,0,0.5,0.5,0.48,286287.0645
0.75,0.67,1,0,0,387154.0551
0.58,0.33,0.5,1,0.18,179730.828
0.33,0.67,0.5,0,0.77,205316.0451
0.57,0.33,1,0.5,0.97,257586.0265
0.83,1,0,0,0.25,348852.2322
0.38,0,0,0,0.7,138336.477
0.34,0,1,1,0.11,230309.1618
0.66,1,0.5,0.5,0.32,285146.2646
0.72,0,0,0,0.41,355307.5383
0.84,0.67,0.5,0.5,0.17,312575.1498
0.4,0.33,1,1,0.03,285767.9764
0.68,0.33,0.5,0.5,1,257740.7388
0.77,0.33,0,1,0.42,242915.7398
0.29,0.67,0,0,0.86,180788.0572
0.34,0.33,1,0,0.18,201387.0129
0.88,0,1,1,0.21,293746.8043
0.27,0.33,1,0.5,0.46,158970.9765
0.91,0.67,0.5,0.5,0.9,311629.7355
0.59,0,0,0,0.42,180467.1843
0.21,1,1,0,0.3,158943.4373
0.82,0,0,0.5,0.72,167277.5788
0.55,0.67,0,0,0.21,264105.8911
0.07,0,0,0.5,0.13,163920.7691
0.09,0.33,0,0,0.69,141489.1664
0.87,0.67,1,1,0.2,345257.9512
0.89,1,1,0.5,0.49,313383.8197
0.85,0.33,0.5,1,0.56,291448.9488
0.97,0.67,1,0.5,0.46,324309.965
0.97,0.67,0,1,0.04,319405.8814
0.29,1,0.5,1,0.89,195474.1306
0.95,1,0.5,0,0.45,271780.268
0.14,0.67,1,0.5,0.31,123848.9949
0.73,1,1,0,0.61,283533.5385
0.82,1,0,0.5,0.58,344723.3413
0.27,0.33,1,1,0.93,209776.3991
0.93,0.67,0.5,0.5,0.92,298361.59
0.59,0,0,0,0.21,356225.6281
0.37,0.33,0,0,0.3,226333.553
0.45,0.67,0.5,0.5,0.56,232619.3641
0.23,0.67,0.5,1,0.42,256860.9711
0.44,0.33,0.5,0,0.39,151157.1869
0.43,1,0.5,0.5,0.39,198246.0136
0.08,0,1,1,0.72,108515.1278
0.41,0,0.5,0,0.28,198756.1635
0.35,0.67,1,0,0.97,199148.4741
0.54,0.67,0.5,1,0.21,253623.93
0.63,0,0.5,0.5,0.7,268640.7376
0.38,0.67,0.5,1,0.38,227826.2584
0.18,0,1,1,0.66,141574.7091
0.1,1,0.5,1,0.11,171866.0588
0.22,0,1,0.5,0.83,144760.3779
0.93,0,0,0.5,0.97,238427.5355
0.41,0,0,0.5,0.41,245737.59
0.66,0.67,0.5,1,0.44,240961.7404
0.56,1,0.5,0,0.38,265466.7503
0.91,0.33,0.5,0,0.34,206447.676
0.05,0.33,0.5,0.5,0.38,115608.356
0.56,0,0,0,0.21,242137.972
0.84,0.67,1,0,0.17,253370.4922
0.47,0.33,0.5,0.5,0.14,217996.3131
0.01,0.33,0,0.5,0.34,163307.7518
0.76,0,1,1,0.13,331406.4395
0.33,0,0.5,1,0.3,205911.3177
0.73,0.67,0,0.5,0.69,194127.9251
0.7,0.33,0.5,0,0.58,219607.8468
0.04,0,0.5,0,0.68,65973.82681
0.13,1,0,0,0.45,204331.4505
0.99,1,0.5,0.5,0.34,371676.1107
0.97,1,0.5,1,0.2,346736.8647
0.26,0,0,0,0.61,136820.3338
0.37,0.67,0.5,1,0.46,164227.5171
0.79,1,1,1,0.85,243075.0158
0.52,1,0.5,0,0.25,256430.0504
0.82,1,0,1,0.63,336060.839
0.27,0,0.5,1,0.85,185182.9109
0.21,0,0.5,1,0.55,177803.8765
0.22,0,0.5,1,1,99399.57273
0.44,1,1,0.5,0.23,222804.9702
0.07,0,0.5,1,0.35,210543.9032
0.76,0,0,0,0.13,193233.9104
0.98,0.67,0,1,0.1,319263.9869
0.89,0,0,0.5,0.8,311169.3509
0.66,0.33,0,0,0.73,197111.0019
0.82,0,0.5,1,0.01,373352.5362
0.02,0,1,0.5,0.49,227102.3922
0.32,0.33,0,0.5,0.07,165496.5787
0.9,0.33,0.5,0.5,0.37,234141.7432
0.14,0,1,0.5,0.76,118680.8598
0.07,0.67,1,0,0.58,138868.0157
0.37,1,0,0,0.63,199977.0547
0.78,0.33,0.5,0.5,0.32,413256.4646
0.91,0.67,0.5,0,0.65,258306.3458
0.06,0,0.5,0,0.01,149453.8814
0.17,0,0.5,0.5,0.77,192785.9712
0.01,0.33,0,0,0.93,213324.7208
0.41,0.33,1,0.5,0.77,204187.6976
0.28,0.67,1,0,0.37,232540.6288
0.32,0,0,1,0.58,244543.7981
0.31,0.33,1,1,0.68,130953.0059
0.7,0.33,1,1,0.96,210098.4749
0.41,1,0,0,0.17,193181.9239
0.03,0.33,0,1,0.2,63973.12121
0.83,0.67,1,0,0.49,344662.8758
0.23,0,0,1,0.66,156986.4973
0.31,0.33,0.5,1,0.38,200974.9756
0.2,1,0.5,0.5,0.73,256809.2727
0.47,0.33,1,1,0.31,184571.5974
0.34,0.33,0,0,0.8,186799.0691
0.61,0,0.5,1,0.89,186345.5073
0.25,1,0,0,0.27,178969.5806
0.3,0.67,1,0.5,0.62,144884.9843
0.87,0.67,1,0,0.66,326089.7762
0.69,0,0,0.5,0.85,241732.31
0.92,0.67,0,0.5,0.17,367372.828
0.93,0.67,0,0.5,0.86,313696.9045
0.22,0.33,0.5,0.5,0.44,220829.6632
0.86,0.67,1,1,0.77,268762.1189
0.94,1,1,0,0.28,297325.9344
0.34,0.33,0.5,1,0.58,179243.3666
0.6,0.67,0.5,0.5,0.46,234661.0432
0.92,1,0.5,1,0.2,297307.9925
0.99,0.33,1,0.5,0.38,333905.472
0.06,1,0,0.5,0.59,121454.2799
1,0,0,0,0.08,294008.0541
0.07,0,1,1,0.75,163174.94
0.75,0.67,1,0.5,0.68,191865.4577
0.41,1,0,0,0.11,196559.3798
0.87,0.33,0.5,0,0.77,250631.9554
0.82,1,0.5,0.5,0.69,267237.2689
0.47,1,1,0,0.44,217414.301
0.25,0,1,0,0.45,173044.2013
0.84,0,1,1,0.15,252543.3521
0.69,0.67,1,0,0.97,312226.1968
0.97,1,0,1,0.37,384011.6715
0.62,1,0,1,0.01,282962.7802
0.33,0.33,1,0.5,0.17,53304.13551
0.81,0.33,0,0.5,0.11,272047.8894
0.53,0,0.5,0,0.14,211118.1085
0.29,1,0.5,0,0.87,174954.6192
0.52,0.67,1,1,0.99,307273.8778
0.49,0,0.5,0.5,0.99,169875.6713
0.98,1,1,1,0.3,318996.7227
0.36,0,0,0.5,0.37,196118.7339
0.11,0.67,1,0.5,0.44,235267.1828
0.3,1,0.5,1,0.66,117000.7724
0.82,0.67,1,0.5,0.15,341811.8697
0.34,1,0,0.5,0.25,223546.8309
0.37,1,0,0,0.38,147823.0913
0.46,0.67,1,0,0.25,192068.4371
0.81,0.33,0.5,0,0.49,284881.1431
0.29,0.67,1,0.5,0.25,208557.6524
0.95,0.67,1,1,0.75,311126.3715
0.2,0,0.5,1,0.39,91543.82726
0.94,0.67,1,1,0.51,332378.1181
0.45,0.67,0,1,0.06,292380.3115
0.81,0,0,0,0.76,255074.848
0.26,0.33,0.5,0.5,0.48,132161.8515
0.04,0.67,0,0,0.13,99460.3536
0.74,0,0,1,0.03,223226.3821
0.02,0.33,0.5,1,0.08,135042.2764
0.05,0.33,1,1,0.34,175185.5412
0.18,0.67,1,0,0.23,250217.8521
0.47,0.33,0.5,0.5,0.32,166810.5056
0.76,0.67,0.5,1,0.27,243739.4789
0.79,0.33,1,0.5,0.42,351948.1722
0.86,0.33,0,0.5,0.25,330637.5674
0.9,0.33,1,0,0.41,315943.3587
0.65,0.67,0,0,0.85,274997.2868
0.71,0.33,0,0.5,0.96,244742.4732
0.67,1,0.5,0.5,0.34,303119.2717
0.77,0,0,0,0.66,263272.9879
0.74,0,0.5,0.5,0.21,227397.0695
0.9,1,0,0.5,0.39,320335.2073
0.75,0.33,1,0.5,0.51,341555.1119
0.45,1,0,1,0.1,242683.5305
0.81,0.67,1,1,0.2,409215.1868
0.45,0,0.5,0,0.69,204211.1283
0.63,0.33,0.5,1,0.87,239333.5477
0.13,0,0,0,0.21,68569.25747
0.87,1,1,0,0.21,368114.3683
1,1,0,0.5,0.79,358319.2457
0.98,0,0.5,0,0.1,330199.9611
0.93,0,1,1,0.2,240190.0313
0.83,0,0.5,1,0.07,328157.8113
0.99,0,0.5,0,0.21,337930.1438
0.19,1,0,1,0,121980.7544
0.68,0.33,0,0.5,0.25,311507.3675
0.39,0,0,0.5,0.68,191127.9118
0.38,0.33,0,0.5,0.99,90678.81386
0.71,0,0.5,0,0.92,216168.1947
0.2,0.67,0.5,1,1,91835.85261
0.34,0.33,1,0,0.97,173594.0491
0.84,0.67,0,1,0.55,286648.056
0.13,1,1,0,0.59,148064.4571
0.07,0.67,0,1,0.18,74083.93613
0.7,1,1,0,0.46,224080.6226
0.41,0,1,0.5,0.79,96572.54385
0.01,1,0,0,0.8,190154.3098
0.59,0,0,1,0,218639.8255
0.72,0,0.5,1,0.08,282284.0436
0.14,0,0.5,0,0.89,173904.4776
0.6,1,0,0,0.99,284168.7589
0.08,0,0,1,0.63,117227.7666
0.01,0.67,0,0.5,0.52,171416.5072
0.59,0.67,0,0,0.37,162742.237
0.17,0,1,1,0.87,87742.65677
0.53,0,1,0,0.93,184573.2224
0.76,0.33,1,0.5,0.24,311448.9742
0.42,1,1,1,0.79,186037.5911
0.09,0.33,0.5,1,0.01,123818.138
0.33,0.67,0,1,0.27,246469.2883
0.54,1,1,0,0.32,297239.1956
0.15,0.67,1,1,0.72,170956.618
0.93,1,0,1,0.13,394723.0722
0.53,1,1,1,0.97,263128.9037
0.66,1,1,1,0.99,265217.5574
0.21,0.67,0.5,1,0.14,226613.6365
0.82,0,1,0,0.01,291504.0407
0.4,0.67,0,0.5,0.97,236194.4537
0.79,1,1,0.5,0.75,193859.6365
0.22,0.67,0.5,0.5,0.93,172671.9059
0.76,0.67,0.5,1,0.92,226841.7437
0.56,0.33,0,0,0.06,193048.3327
0.52,1,0.5,0.5,0.06,234413.7139
0.72,0.67,1,0,0.03,331439.583
0.72,1,0,1,0.87,304166.1768
0.24,0.67,1,1,0.48,123726.5198
0.88,0.33,0,0,0.46,295920.0602
0.04,0.67,0.5,1,0.01,134071.7156
0.62,0,0.5,0.5,0.89,242619.2589
0.14,1,1,0,0.69,214788.7012
0.98,0.33,0.5,0.5,0.62,359879.1052
0.89,0.67,1,0.5,0.56,369641.0182
0.45,0.33,0.5,1,0.31,204067.7503
0.71,0.67,0.5,0.5,0.18,194262.3502
0.87,1,1,0.5,0.31,312566.9685
0.14,0.67,0.5,1,1,159243.1391
0.1,0.33,0,0,0.17,233165.9179
0.81,0,0.5,1,0.99,275023.5115
0.46,0.33,0,0.5,0.49,298003.5291
0.16,0,0,1,0.93,203232.4362
0.82,0,0,0,0.45,305336.7592
0.43,1,0,0.5,0.89,224108.9901
0.44,0.33,0,1,0.32,163421.226
0.43,0.67,0.5,1,0.18,180293.5752
0.17,0,0.5,1,0.17,77129.51387
0.3,0.33,1,1,0.1,226138.2818
0.3,1,1,1,0.39,48329.34772
0.53,0.67,1,0,0.75,219507.5594
0.51,0.67,1,1,0.87,268964.8011
0.97,0.67,0,1,0.46,295805.5465
0.63,0.33,0.5,1,0.32,229588.7722
0.75,0.33,0,0,0.72,309054.7917
0.58,0.67,1,0.5,0.14,185165.7119
0.35,1,0,0,0.49,191478.5395
0.49,0.67,1,0.5,0.97,237177.0319
0.71,0.67,1,0.5,0.96,237056.4419
0.91,1,1,0,0.76,208133.64
0.82,1,1,1,0.51,345676.2157
0.21,1,0.5,0,0.73,101199.6754
0.29,0.67,1,1,0.79,185516.1944
0.4,1,0.5,0.5,0.85,215558.3759
0.77,0.33,0.5,0.5,0.73,216181.1998
0.36,1,1,0.5,0.41,217551.9932
0.81,0.67,0.5,1,0.48,286437.0723
0.73,0,1,0.5,0.79,310043.8211
0.47,0,1,0.5,0.9,207258.0543
0.33,0.33,1,0.5,0.7,143741.7116
0.24,0,1,0.5,0.1,110578.5396
0.28,0,0.5,1,0.52,116402.4821
0.69,0,0,0.5,0.45,336121.3778
0.99,0.33,0,1,0.82,233765.3476
0.91,0,1,1,0.92,255976.8946
0.11,0.67,1,1,0.79,177753.563
0.99,0,1,0,0.62,268760.7473
0.6,1,0,0,0.01,209936.6899
0.97,0,0,0.5,0.73,267630.5584
0.54,0,1,0.5,0.08,263797.6124
0.55,0.67,0.5,0,0.68,113391.9268
0.11,0.33,0.5,1,0.54,115581.8449
0.45,0.33,0,1,0.03,225220.4085
0.9,0,0.5,0.5,0.72,296463.552
0.99,0.67,0.5,1,0.75,281956.8913
0.55,0,1,1,0.15,299011.6395
0.23,0.33,0.5,0.5,0.1,157828.6909
0.65,0.33,1,0.5,1,230407.4602
0.76,1,1,0.5,0.69,293261.6604
0.18,1,1,0.5,0.14,163923.8418
0.63,0.67,1,0.5,0.63,315670.7405
0.67,0.67,0.5,0,0.92,203658.6801
0.52,0.33,0,0.5,0.46,209298.563
0.31,0.33,0.5,0.5,0.8,129205.209
0.8,0.33,0,0.5,0.28,312632.571
0.19,0,0,0.5,0.13,114392.1492
0.09,1,1,1,0.13,104149.4437
0.65,1,0.5,0,0.06,168640.6762
0.34,0.33,0,1,0.34,163151.2004
0.38,0.33,0,0,0.59,276729.1562
0.58,1,0.5,0.5,0.56,203096.2674
0.84,0.67,0,1,0.34,280697.918
0.55,0.33,0.5,0,0.04,280103.5642
0.16,0.33,1,1,0.17,129103.6014
0.22,0.67,0,0,0.63,87106.73917
0.93,0.33,1,0,0.87,338603.8235
0.53,1,0,0,0.94,352062.6927
0.67,1,1,1,0.48,208018.7624
0.96,0.67,0,1,0.93,355641.934
0.15,1,0.5,1,0.27,119505.8954
0.34,0.67,1,1,0.63,222133.0238
0.44,0.67,0.5,0.5,0.76,181001.2074
0.03,1,0,0.5,0.87,144166.894
0.03,0.67,1,0.5,0.24,124953.1774
0.32,1,1,1,0.45,304587.8944
0.61,0.67,0,0.5,0.86,201127.4042
0.21,0.67,0,0.5,0.24,127446.5106
0.98,0.67,0,0.5,0.42,363956.1846
0.28,1,0.5,1,0.38,220174.5903
0.27,0.33,1,0.5,0.08,146381.6376
0.12,0,1,0.5,0.59,194436.7975
0.61,0.33,0.5,0.5,0.49,242437.5693
0.37,0.67,1,0,0.72,229677.2187
0.75,1,0.5,1,0.49,224152.7501
0.26,0.67,0.5,0,0.56,234369.496
0.84,0.33,0,0,0.28,307069.3392
0.04,0,0.5,1,0.52,65057.27289
0.75,0.33,1,0,0.92,328510.7021
0.92,1,1,0,0.56,368496.6733
0.22,1,0,0.5,0.73,187070.4522
0.64,0.33,1,0.5,0.46,333379.6059
0.6,0.33,0.5,0.5,0.94,254080.4184
0.54,0,1,1,0.1,331817.7968
0.67,0.67,0.5,0,0.42,283874.8683
0.26,1,1,1,0.82,134555.6242
0.66,1,1,0,0.28,278372.9845
0.79,0,0,1,0.04,248682.5497
0.63,1,0.5,0,0.11,304865.1162
0.7,1,0,0,0.7,249434.9034
0.65,0.33,0,0,0.77,221228.9947
0.58,0.33,0,0.5,0.8,166761.2446
0.75,0,0,0.5,0.94,156154.392
0.31,1,0.5,0,0.87,228763.0127
0.52,0,0.5,0,0.58,164940.5465
0.34,0.67,1,0,0.48,216010.8629
0.72,0.67,1,0.5,0.75,245300.8021
0.75,0,0,0,0.21,277202.5901
0.98,1,0.5,1,0.99,438327.8721
0.21,0.67,1,0,0.93,285375.9421
0.95,1,0,0.5,0.49,313452.0288
0.14,0.33,0,0.5,0.49,120603.5512
0.79,0,1,1,0.75,278772.4098
0.3,0.67,0.5,1,0.79,130787.5193
0.29,1,1,1,0.51,208104.7871
0.88,0.33,1,0.5,0.79,313389.2563
0.86,0,0.5,0,0.66,264028.7877
0.04,0.67,1,0,0.52,203471.8106
0.14,0.33,0,1,0.75,166422.9328
0.79,0,1,1,0.08,347015.2565
0.6,0.67,0.5,0.5,0.04,132180.6992
0.32,1,0.5,1,0.13,197650.1881
0.41,0.33,1,1,0.24,252145.7139
0.69,0.33,1,0.5,0.86,253620.8063
0.61,1,1,0,0.31,336534.3855
0.66,0.33,0,0,0.86,157894.7823
0.43,0.33,0.5,0,0.2,183044.6275
0.23,0,0,1,0.76,204518.6813
0.82,1,0,0.5,0.38,308730.6487
0.37,0.33,0,1,0.49,146529.6238
0.6,1,0.5,0.5,0.35,200367.8664
0.15,0,0.5,0.5,0.17,170550.9639
0.3,0,0,0,0.07,191602.2663
0.97,1,0.5,0,0.73,311757.7591
0.94,1,0.5,0.5,0.39,346406.0776
0.26,0.67,0.5,1,0.55,86964.18889
0.07,0,1,0.5,0.27,148013.5844
0.89,0.33,0.5,0.5,0.83,197532.5023
0.14,0,0.5,0,0.21,206461.3137
0.33,0,0.5,0,0.35,195163.7361
0.26,0.67,0,1,0.76,189145.6821
0.68,1,1,0,0.08,274924.202
0.93,0,1,0.5,0.89,262942.1184
0.58,0.67,0,1,0.25,189244.7269
0.06,1,0.5,1,0.46,205498.8258
0.29,0,0.5,1,0.85,141846.5138
0.77,0.67,1,1,0.35,263971.6222
0.69,0,0.5,0,0.32,229510.8437
0.35,0.33,1,0,0.55,196884.4039
0.32,1,0,1,0.59,170845.4655
0.71,1,1,0,0.17,266405.4547
0.92,0,1,0,0.93,337286.637
0.41,0.67,1,0,0.18,163456.6995
0.94,0.67,1,0.5,0.08,324768.1122
0.44,0.33,1,0.5,0.79,283214.1598
0.97,0.33,0,1,0.89,348409.859
0.95,0.67,0.5,0,0.72,251507.0075
0.88,1,0.5,1,0.75,295146.5239
0.47,0.33,1,1,0.14,237567.6908
0.84,0,0.5,0.5,0.87,239113.7399
0.47,0,1,0,0.34,270765.9845
0.57,1,0.5,0,0.61,238162.7271
0.95,1,0.5,0.5,0.08,397702.1092
0.18,0.33,0.5,0.5,0.51,179703.879
0.63,0,0.5,1,0.56,209143.0535
0,1,0,0,0.55,114539.526
0.87,0,1,0,0.11,297754.5534
0.2,0.33,1,0,0.7,124932.4762
0.01,1,0,0,0.9,180865.081
0.93,0.67,0,0.5,0.89,252114.3929
0.25,0,0,0,0.76,119910.1563
0.35,1,0,1,0.49,175267.0036
0.74,0.33,0,0,0.9,304997.5206
0.03,0.67,1,0,0.52,202757.0856
0.77,1,0,1,0.18,355593.1556
0.06,0,1,0,0.14,170476.7531
0.76,0,1,0.5,0.13,246466.689
0.03,0.33,0.5,1,0.89,40649.40898
0.59,0,0.5,0.5,0.11,279045.7411
0.49,0.67,0.5,0,0.69,285268.6982
0.86,0.33,0,0,0.15,262831.8442
0.53,0.33,0,0.5,0.54,303826.3299
0.86,1,0.5,0,0.77,297897.8806
0.55,0.33,0,1,0.14,205894.7249
0.87,1,0.5,0.5,0.92,305026.4503
0.27,0.33,1,0.5,0.58,141236.5355
0.06,1,1,1,0.61,75613.88101
0.21,1,1,0.5,0.93,120661.8638
0.46,1,1,0.5,0.8,240531.1223
0.11,0.67,0.5,0.5,0.55,107373.8214
0.65,1,1,0,0.44,334671.5586
0.46,0.67,1,0,0.99,229861.8359
0.98,1,0,0.5,0.48,305590.7205
0.66,1,1,0,0,199114.1019
0.08,0.67,1,1,0.52,94624.46265
0.08,0.67,0.5,0.5,0.08,154445.786
0.48,0.67,0,1,0,249426.4197
0.6,0.67,0,0.5,0.28,136404.269
0.63,1,0,1,0.79,172948.983
0.32,1,0,0.5,0.37,202364.5701
0.68,0.33,0.5,1,0.37,247418.8322
0.47,0.33,0.5,0,1,239827.4184
0.26,1,0.5,0.5,0.62,164404.6323
0.47,0.33,1,0.5,0.69,236251.6603
0.13,0.67,0,0.5,0.51,172583.1548
0.09,0.33,0,0,0.89,154087.7495
0.53,0.67,0.5,1,0.62,276961.9644
0.92,1,0,0.5,0.87,334461.5405
0.76,0.33,1,1,0.94,191129.1208
0.85,0.67,0,0.5,0.7,344136.632
0.2,1,1,1,0.9,327110.8235
0.64,1,0,0.5,0.96,232391.8149
0.33,0.67,0,0,0.18,148296.9997
0.87,0.67,0.5,0,0.51,274982.5542
0.09,1,1,1,0.83,122418.7527
0.39,0,0,1,0.2,174540.549
0.38,0,0,1,0.99,204844.592
0.68,0.67,0.5,0,0.93,318139.3501
0.47,0.33,1,0,0.7,143931.8307
0.61,0.67,1,0.5,0.63,248296.8098
0.36,1,0.5,0,0.14,205369.9639
0.61,0.67,0,1,0.69,200155.3738
0.41,0,1,0,0.77,231129.4324
0.29,0.67,0.5,0.5,0.41,171024.4971
0.27,0,0.5,0.5,0.58,268320.8135
0.54,0.33,0.5,1,0.54,271471.3749
0.68,0.33,0.5,1,0.42,191539.7569
0.96,0.33,0.5,0,0.42,237982.3932
0.14,0.67,0,1,0.51,244546.7661
0.98,0,1,0,0.99,333611.4932
0.89,0.67,0.5,1,0.34,353813.9313
0.11,0.33,0,1,0.15,222994.667
0.32,0.67,0,1,0.42,150047.3289
0.54,0,0.5,0.5,0.62,248793.9695
0.46,1,1,1,0.52,243162.8446
0.24,0,0.5,1,0.86,125207.7199
0.7,0.33,0.5,1,0.2,223783.3775
0.36,0.33,1,1,0.92,222889.6867
0.12,0.33,0.5,1,0.44,79822.29257
0.18,0.67,0,0,0.17,132859.6376
0.47,0,0,0.5,0.59,228406.1875
0.93,0.67,1,0,0.14,318541.417
0.76,0.33,1,0,0.3,326289.0569
0.42,0,0.5,1,0.75,203616.7437
0.64,1,0,0,0.73,278960.426
0.45,0.33,0,1,0.93,175872.4891
0.67,0,0.5,0,0.63,253052.1403
0.19,0,1,0,0.58,182152.359
0.72,0.33,0,0,0.93,251884.7058
0.36,1,0,1,0.24,115056.5475
0.76,0,0.5,0.5,0.96,324002.9322
0.17,0,1,0.5,0.38,230122.3858
0.12,1,0.5,0.5,0.63,89692.47885
0.07,0.33,0,0.5,0.49,194537.2197
0.57,0,0.5,1,0.55,290300.671
0.21,0.33,0.5,0,0.24,171503.4743
0.79,0.67,1,1,0.38,244449.0384
0.15,0.67,0.5,0.5,0.03,85714.6711
0.06,1,0,1,0.15,177102.5906
0.17,0.33,0,1,0.2,92084.20642
0.64,0,1,1,0.41,228296.2984
0,1,0.5,0.5,0.7,229340.8698
0.37,0.67,1,0,0.46,157480.666
0.81,0.33,0.5,0,0.21,290067.5308
0.09,1,1,0,0.48,182954.7821
0.58,1,0.5,1,0.35,290227.1029
0.21,0.33,1,0,0.94,167081.8857
0.33,0,0.5,0,0.79,178991.3719
0.57,0,0,0.5,0.93,102648.4069
0.57,0,0.5,1,0.39,120844.7623
0.07,0.33,0.5,1,0.87,95561.6288
0.2,0.67,0.5,0.5,0.61,211703.2902
0.19,1,1,0,0.48,192240.0342
0.9,0.33,0,0.5,0.34,305117.4516
0.42,0,1,0.5,0.24,241532.5254
0,0,0,1,0.76,139881.2492
0.85,1,1,1,0.79,369790.2478
0.12,1,0.5,0,0.11,206739.8898
0.96,1,0.5,0.5,0.66,297264.2808
0.71,1,1,0,0.86,297208.1114
0.64,1,0.5,0,0.8,312032.1222
0.44,0.33,1,0.5,0.58,227012.1597
0.8,0,1,0.5,0.61,312816.2797
0.66,0,0,0.5,0.51,214873.805
0.38,0.33,0.5,0.5,0.01,134763.6434
0.48,0.67,0.5,0.5,0.42,182339.926
0.66,0,0.5,0,0.83,308038.1733
0.49,0.67,1,1,0.14,212149.9204
0.99,0.67,0,0,0.06,297277.1091
0.76,0.67,0.5,0.5,0.58,280633.9443
0.57,0.67,1,1,0.73,232829.9383
0.92,0,0.5,1,0.46,208819.8889
0,0,0,1,0.49,144655.0736
0.28,0.33,1,0,0.77,183176.8453
0.85,0,1,1,0.25,325170.082
0.81,0.33,1,1,0.54,286974.6432
0.24,0.67,1,0.5,0.69,182414.6249
0.82,0.33,0,0,0.07,281956.2117
0.3,0.33,1,0,0.82,256349.5573
0.38,0,1,1,0.32,187214.7659
0.77,0.33,1,1,0.79,280051.4148
0.17,0.67,0,0,0.79,237918.3513
0.23,0,0.5,1,0.85,144074.4968
0.58,0,0.5,0,0.18,244070.3762
0.29,0,0,0,0.94,126150.4259
0.07,1,0,1,0.18,78291.66208
0.5,0.67,1,0.5,0.68,202477.4496
0.99,0.33,0,0.5,0.49,271924.6736
0.82,1,0.5,0.5,0.07,355300.1438
0.84,0,0.5,0.5,0.21,314965.1566
0.47,1,0.5,0,0.69,157738.1507
0.34,1,0,0.5,0.55,127270.5362
0.08,0.33,0,0.5,0.56,142545.3333
0.68,0.67,1,0,0.13,322743.6617
0.72,1,1,0.5,0.85,238061.2892
0.9,0.67,1,1,0.85,341569.7501
0.45,0.67,1,0.5,0.25,323968.424
0.88,0,1,0.5,0.28,358335.5333
0.44,0,0,0.5,0.56,290410.4866
0.42,0.33,0.5,1,0.54,251700.3074
0.03,0.33,1,1,0.38,71432.87492
0.8,1,1,1,0.96,316294.3166
0.55,0,0.5,1,0.44,211618.601
0.22,0.67,0.5,0,0.51,175287.1844
0.54,0.67,0.5,0.5,0.85,229716.7216
0.67,1,0.5,0.5,0.01,360512.0503
0.67,0,0,1,0.68,252777.2042
0.81,0.33,0.5,1,0.27,264317.6793
0.06,1,1,0.5,0.77,184224.4672
0.95,0.67,0.5,0.5,0.85,330591.6682
0.28,0,1,0.5,0.76,187303.4385
0.68,0.33,0,1,0.41,228584.8748
0.78,0.33,1,1,0.97,276409.6872
0.9,0.67,0,0,0.93,351909.6584
0.32,0.67,1,0,0.48,137990.5886
0.25,0.67,0,0,0,224188.1346
0.65,0.67,0.5,0,0.58,223931.3432
0.47,0.33,0,0.5,0.39,216074.6134
0.55,0,0.5,0,0.97,242352.6811
0.74,0.33,0,0,0.83,254344.8418
0.66,0.67,0.5,0,0.49,252413.9262
0.48,0,0,0,0.44,167590.265
0.41,0.33,1,1,0,223531.09
